r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
46.655552,100,112.773985,0.23,4.0,46.66,0.14,86.0,420.49,5.42,31.2,0.25,0.45
26.247612,100,113.235566,0.0,1.0,26.25,0.13,87.0,297.42,9.23,21.29,0.16,0.79
33.27808,100,113.75416,0.93,0.0,33.28,0.15,85.0,335.88,7.48,23.86,0.08,0.43
44.293324,100,114.349567,0.8,2.0,44.29,0.14,86.0,405.58,5.83,33.81,0.08,0.49
34.75618,100,115.104748,0.8,1.0,34.76,0.14,86.0,141.63,7.5,22.98,0.17,0.56
49.64349,100,115.830146,-1.0,5.0,49.64,0.16,84.0,536.55,4.28,29.56,0.25,0.7
14.106671,100,116.692725,-1.0,5.0,14.11,0.17,83.0,383.34,10.38,17.74,0.09,0.69
33.332355,100,117.596407,0.6,4.0,33.33,0.24,76.0,301.65,4.68,30.69,0.13,0.81
32.78855,100,118.339055,-1.0,5.0,32.79,0.15,85.0,371.74,7.57,29.89,0.21,0.85
62.58476,100,119.035599,-1.0,5.0,62.58,0.14,86.0,527.46,2.64,42.57,0.11,0.7
29.636812,100,119.580879,0.53,1.0,29.64,0.16,84.0,407.48,7.85,25.8,0.05,0.65
6.333336,100,120.230781,-1.0,5.0,6.33,0.15,85.0,392.02,12.24,12.32,0.17,0.5
35.323483,100,120.96488,1.0,2.0,35.32,0.14,86.0,374.79,7.4,23.95,0.14,0.55
27.591087,100,121.59804,0.8,0.0,27.59,0.2,80.0,411.24,7.08,30.5,0.21,0.7
37.466652,100,121.957777,1.0,1.0,37.47,0.18,82.0,327.3,5.85,26.58,0.08,0.59
32.567596,100,122.490938,0.8,0.0,32.57,0.18,82.0,295.32,6.75,30.51,0.03,0.32
29.427292,100,122.882573,0.8,3.0,29.43,0.12,88.0,443.71,8.94,20.94,0.14,0.48
47.198093,100,123.287807,0.93,3.0,47.2,0.14,86.0,242.27,5.33,28.87,0.01,0.36
58.217155,100,123.682835,0.53,2.0,58.22,0.12,88.0,583.22,4.03,36.11,0.18,0.38
47.651424,100,124.055479,0.0,3.0,47.65,0.11,89.0,315.58,6.11,31.51,0.13,0.37
36.41522,100,124.48367,0.8,2.0,36.42,0.16,84.0,449.78,6.64,34.71,0.24,0.35
43.73331,100,124.876689,0.53,1.0,43.73,0.18,82.0,412.47,4.71,31.35,0.24,0.4
37.06445,100,125.219015,1.0,2.0,37.06,0.17,83.0,360.1,6.23,29.09,0.14,0.36
25.04888,100,125.565686,0.11,4.0,25.05,0.2,80.0,402.39,7.55,27.61,0.06,0.32
56.752388,100,125.943246,0.93,0.0,56.75,0.12,88.0,276.02,4.28,34.73,0.14,0.32
28.069035,100,126.544117,1.0,2.0,28.07,0.22,78.0,386.06,6.37,28.79,0.18,0.35
52.34477,100,126.993492,-1.0,5.0,52.34,0.23,77.0,320.68,1.71,36.55,0.35,0.57
37.219048,100,127.41945,0.0,3.0,37.22,0.12,88.0,371.36,7.61,27.54,0.26,0.41
46.9695,100,127.851748,0.8,2.0,46.97,0.12,88.0,325.37,5.95,33.03,0.14,0.4
34.972366,100,128.20631,1.0,0.0,34.97,0.22,78.0,390.85,5.04,32.07,0.3,0.41
49.609512,100,128.73562,0.93,0.0,49.61,0.08,92.0,452.88,6.61,32.87,0.16,0.33
46.182228,100,129.135662,0.93,2.0,46.18,0.13,87.0,193.44,5.8,28.87,0.24,0.5
54.291412,100,129.509056,1.0,0.0,54.29,0.1,90.0,308.1,5.28,30.09,0.19,0.37
37.48666,100,130.088835,0.93,3.0,37.49,0.15,85.0,374.32,6.74,24.87,0.2,0.35
